date,CAR_ersst,NTA_ersst,aao,ammsst,amon_sm,amon_sm_long,amon_us,amon_us_long,ao,atltri,brazilrain,censo,censo_long,ea,eofpac,epo,espi,gmsst,hurr,indiamon,ipotpi_hadisst2,jonesnao,meiv2,nao,nina1_anom,nina34_anom,nina3_anom,nina4_anom,noi,np,oni,pdo,pna,qbo,sahelrain,soi,solar,swmonsoon,tna,tni,trend,tsa,whwp,wp,precipitation
1985-08-01,-0.23,-0.26,0.595,-0.26,-0.15,-0.15,-0.288,-0.288,-0.001,-1.428,76.0,-0.64,-0.64,0.63,-0.662,1.15,-0.52678,0.32,5.25,2253.0,-0.29,2.33,-0.37,-0.74,-1.23,-0.56,-0.88,-0.58,0.499,1018.13,-0.46,0.81,-0.53,11.08,-46.0,1.6,715.0,1.38,-0.08,-1.337,452.0,0.1,-2.76,0.31,4.4682
1985-09-01,-0.24,-0.29,1.507,-0.39,-0.149,-0.149,-0.254,-0.254,0.114,-1.251,28.0,-0.29,-0.29,0.54,-0.551,-0.22,-0.86167,0.19,8.0,899.0,-0.29,0.0,-0.44,-0.36,-0.99,-0.7,-0.86,-0.48,0.844,1015.87,-0.4,0.44,-0.63,11.72,-38.0,0.0,695.0,2.21,-0.16,-1.499,453.0,0.02,-3.15,-0.4,63.5378
1985-10-01,-0.23,-0.29,0.471,-1.1,-0.148,-0.148,-0.252,-0.252,1.035,-1.256,-25.0,-0.01,-0.01,1.69,-0.484,-0.75,-0.51608,0.11,1.75,1170.0,-0.19,0.14,-0.04,1.49,-0.92,-0.49,-0.8,-0.4,0.881,1015.66,-0.35,0.29,-1.5,11.84,-148.0,-0.6,747.0,1.92,-0.14,-1.379,454.0,0.27,-2.93,0.09,39.8581
1985-11-01,-0.23,-0.3,1.085,-0.23,-0.148,-0.148,-0.302,-0.302,-1.218,-1.083,-35.0,-0.02,-0.02,-0.88,-0.352,1.25,-0.69526,0.02,5.75,32.0,-0.17,-2.85,0.0,-0.84,-0.79,-0.37,-0.7,-0.35,-0.695,1012.52,-0.27,-0.75,-1.83,11.45,-10.0,-0.3,742.0,1.69,-0.08,-0.95,455.0,0.24,-1.74,-0.97,135.5843
1985-12-01,-0.2,-0.38,1.24,-1.88,-0.146,-0.146,-0.344,-0.344,-1.948,-1.33,395.0,-0.21,-0.21,-0.05,-0.311,,-0.29472,0.08,0.0,25.0,-0.06,-0.43,-0.34,0.11,-0.38,-0.41,-0.73,-0.24,-0.512,1001.79,-0.36,0.38,1.08,9.51,0.0,0.4,748.0,0.37,-0.25,-0.623,456.0,0.29,-0.25,-0.96,92.0604
1986-01-01,-0.13,-0.48,0.158,-3.85,-0.146,-0.146,-0.35,-0.35,-0.568,-1.683,-19.0,-0.73,-0.73,-1.11,-0.42,0.52,-1.19314,0.34,0.0,60.0,-0.36,1.46,-0.36,0.78,-0.0,-0.66,-0.8,-0.25,-3.013,1001.44,-0.49,1.12,0.6,8.74,-5.0,1.6,732.0,0.2,-0.62,-0.564,457.0,0.2,-0.17,-0.36,173.4366
1986-02-01,-0.09,-0.58,-1.588,-4.4,-0.145,-0.145,-0.282,-0.282,-2.904,-1.702,101.0,0.26,0.25,-0.07,-0.282,0.83,-0.54349,0.46,0.0,292.0,-0.16,-4.02,-0.3,-1.58,-0.1,-0.71,-0.53,-0.23,-5.391,1000.52,-0.47,1.61,0.41,10.15,-3.0,-1.7,836.0,1.29,-0.63,-0.458,458.0,0.47,-0.3,-1.97,406.6905
1986-03-01,-0.11,-0.64,-0.77,-4.39,-0.145,-0.145,-0.3,-0.3,1.931,-1.797,113.0,-0.29,-0.29,1.35,-0.248,0.07,-1.61581,0.38,0.0,34.0,0.07,2.86,-0.39,1.39,-0.73,-0.42,-0.37,-0.16,-2.448,1007.7,-0.31,2.18,0.51,11.96,-11.0,0.8,770.0,1.34,-0.61,-0.515,459.0,0.38,-0.77,-1.16,173.2774
1986-04-01,-0.15,-0.66,-0.087,-5.2,-0.146,-0.146,-0.332,-0.332,0.103,-2.002,250.0,-0.29,-0.29,-1.62,-0.313,-1.56,-1.0811,0.35,0.0,22.0,0.1,-0.93,-0.52,-0.79,-0.85,-0.33,-0.38,-0.34,2.399,1018.11,-0.2,1.55,-0.15,9.11,-23.0,0.5,751.0,0.81,-0.64,-0.968,460.0,0.28,-1.79,0.04,42.3119
1986-05-01,-0.23,-0.65,-1.847,-4.42,-0.146,-0.146,-0.236,-0.236,0.367,-1.579,77.0,0.05,0.05,0.72,-0.247,-1.17,0.21204,0.28,0.0,120.0,0.12,2.16,-0.18,0.84,-1.18,-0.53,-0.6,-0.33,-1.489,1015.26,-0.12,1.16,-0.03,3.56,9.0,-0.4,726.0,0.91,-0.54,-1.395,461.0,0.26,-0.98,0.28,39.9692
1986-06-01,-0.26,-0.57,-0.619,-4.37,-0.147,-0.147,-0.268,-0.268,0.535,-1.52,116.0,-0.31,-0.32,-0.19,-0.028,0.23,-0.20274,0.1,1.0,1668.0,0.19,-1.29,0.12,1.54,-1.08,-0.31,-0.45,-0.19,-0.069,1013.85,-0.04,0.89,0.39,-2.15,-97.0,1.6,676.0,1.49,-0.59,-1.529,462.0,0.41,-1.99,-0.08,4.2075
1986-07-01,-0.31,-0.54,0.089,-3.02,-0.147,-0.147,-0.256,-0.256,-0.008,-1.075,-40.0,0.2,0.19,0.87,0.206,-0.35,-0.03018,0.1,0.0,2758.0,0.41,0.88,0.56,0.15,-0.49,-0.11,-0.14,-0.08,2.059,1017.83,0.22,1.38,-0.35,-5.25,-71.0,0.5,702.0,2.39,-0.38,-1.727,463.0,0.19,-1.3,-0.04,2.6268
1986-08-01,-0.32,-0.48,-0.157,-2.75,-0.147,-0.147,-0.28,-0.28,-0.826,-1.214,228.0,0.59,0.58,0.8,0.45,2.55,0.07082,0.24,1.0,2233.0,0.63,-2.21,1.05,-1.53,-0.1,0.32,0.17,0.06,0.026,1015.37,0.44,0.22,-1.49,-9.6,-272.0,-0.6,684.0,2.55,-0.41,-1.86,464.0,0.21,-2.28,-0.65,0.214
1986-09-01,-0.34,-0.46,0.849,-1.68,-0.147,-0.147,-0.227,-0.227,-0.023,-0.473,658.0,0.76,0.76,1.96,0.862,0.87,0.02135,0.01,7.25,500.0,0.59,-1.34,1.31,-0.95,0.18,0.53,0.3,0.22,0.22,1015.04,0.71,0.22,-0.28,-10.21,291.0,-0.8,687.0,1.81,0.04,-1.769,465.0,0.3,-1.09,0.69,68.52
1986-10-01,-0.26,-0.48,0.306,-2.34,-0.149,-0.149,-0.326,-0.326,1.425,-1.055,41.0,0.3,0.3,1.19,1.014,1.35,0.0767,0.12,0.0,76.0,0.84,2.27,0.57,2.2,0.25,0.81,0.53,0.23,-1.132,1010.96,0.94,1.0,1.18,-9.6,-53.0,1.1,830.0,1.63,-0.2,-1.689,466.0,0.14,-1.99,-0.27,20.0406
1986-11-01,-0.15,-0.63,-0.222,-3.41,-0.149,-0.149,-0.405,-0.405,0.926,-1.785,79.0,1.35,1.34,-0.05,1.107,1.54,0.13686,0.06,1.25,65.0,1.09,3.41,0.65,2.27,0.36,1.01,0.78,0.38,2.168,1011.89,1.14,1.77,-0.71,-8.01,-7.0,-2.0,771.0,1.79,-0.6,-1.616,467.0,-0.17,-1.44,-0.56,16.6493
1986-12-01,-0.07,-0.6,0.886,-5.95,-0.15,-0.15,-0.379,-0.379,0.06,-2.033,35.0,1.31,1.31,1.42,1.026,,1.80845,0.12,0.0,151.0,1.31,3.42,1.06,0.83,0.6,1.12,0.92,0.32,-3.139,1001.0,1.22,1.77,1.06,-10.51,-4.0,-2.4,726.0,1.27,-0.69,-1.322,468.0,0.02,0.02,-0.17,47.4246
1987-01-01,-0.08,-0.52,-0.95,-3.66,-0.152,-0.152,-0.285,-0.285,-1.148,-1.15,-73.0,0.99,0.99,0.82,1.203,-0.74,0.51243,0.33,0.0,158.0,1.15,-2.12,0.98,-1.85,0.99,1.14,1.02,0.3,0.291,1003.22,1.23,1.88,0.63,-9.93,-5.0,-1.1,725.0,1.12,-0.32,-0.98,469.0,0.02,-0.03,1.57,115.4142
1987-02-01,-0.07,-0.2,-0.708,-2.74,-0.152,-0.152,-0.225,-0.225,-1.473,-0.862,-26.0,1.42,1.41,-0.03,1.529,-0.49,1.10648,0.49,0.0,115.0,1.16,-0.24,1.08,-1.27,0.97,1.13,1.14,0.5,-1.989,1005.45,1.19,1.75,0.57,-11.37,-7.0,-2.1,715.0,1.66,-0.17,-0.584,470.0,0.08,0.18,0.37,112.0715
1987-03-01,-0.14,0.03,-0.133,0.18,-0.152,-0.152,-0.04,-0.04,-1.746,0.045,50.0,1.71,1.7,0.48,2.044,0.73,1.52377,0.24,0.0,45.0,1.17,0.29,1.47,-0.26,1.44,0.98,1.0,0.47,-5.518,1008.28,1.06,2.1,0.85,-14.23,-1.0,-2.1,740.0,0.73,0.22,-0.221,471.0,0.16,1.76,0.22,153.404
1987-04-01,-0.16,0.24,-0.286,0.93,-0.153,-0.153,0.022,0.022,0.387,0.343,-18.0,1.84,1.83,1.85,1.951,-0.68,2.01767,0.37,0.0,6.0,1.16,2.59,1.66,2.03,1.56,0.58,0.77,0.08,-2.083,1012.3,0.95,2.16,1.54,-16.2,-76.0,-2.3,849.0,0.49,0.33,-0.192,472.0,0.04,2.44,0.48,13.7422
1987-05-01,-0.16,0.39,0.039,0.57,-0.153,-0.153,0.061,0.061,0.325,0.445,-176.0,1.97,1.96,-0.18,1.595,-0.26,2.14975,0.26,0.0,193.0,1.09,-0.81,1.91,0.96,1.52,0.62,0.89,0.19,-1.593,1016.47,0.97,1.85,-1.02,-20.05,-86.0,-2.1,878.0,1.21,0.37,-0.289,473.0,0.28,2.7,1.77,20.4834
1987-06-01,-0.03,0.4,-0.702,2.34,-0.153,-0.153,0.195,0.195,-0.71,0.964,112.0,2.08,2.09,-0.96,1.885,-1.09,1.30243,0.49,0.0,1118.0,1.23,-0.58,2.02,-1.53,0.98,0.92,0.86,0.4,-1.093,1013.99,1.22,0.73,0.56,-21.47,-8.0,-1.8,779.0,0.75,0.62,-0.497,474.0,0.42,3.12,1.73,6.1311
1987-07-01,0.07,0.39,-1.531,0.22,-0.153,-0.153,0.272,0.272,-0.466,0.929,-40.0,2.1,2.1,-0.71,2.17,0.94,2.21963,0.49,0.0,1591.0,1.55,-1.24,1.92,0.55,1.03,1.29,1.11,0.49,-3.163,1015.87,1.51,2.01,-0.43,-13.96,-214.0,-2.2,842.0,1.1,0.48,-0.835,475.0,0.5,3.98,0.6,11.9625
1987-08-01,0.17,0.22,1.485,0.78,-0.155,-0.155,0.272,0.272,-0.836,1.289,-67.0,1.87,1.86,-0.98,2.036,0.97,0.76478,0.19,1.75,2887.0,1.58,-2.99,1.48,-1.19,0.82,1.57,1.45,0.59,-2.171,1016.65,1.7,2.83,0.74,-0.6,-206.0,-1.5,900.0,2.59,0.56,-1.008,476.0,0.43,5.14,-0.49,0.1778
1987-09-01,0.13,0.25,-0.799,0.38,-0.155,-0.155,0.186,0.186,0.287,0.628,-46.0,1.68,1.67,1.7,2.171,0.49,1.73081,0.3,2.75,552.0,1.62,1.27,1.23,-1.04,1.1,1.65,1.66,0.78,0.138,1015.43,1.65,2.44,-2.6,5.88,-42.0,-1.7,861.0,0.81,0.4,-1.191,477.0,0.32,5.41,1.44,0.7209
1987-10-01,0.07,0.24,0.455,0.58,-0.155,-0.155,0.039,0.039,-0.08,-0.119,-20.0,1.14,1.14,-2.46,1.757,1.2,0.80438,0.37,0.5,648.0,1.59,-0.8,1.13,0.66,1.45,1.24,1.16,0.82,-3.031,1012.45,1.48,1.36,0.75,9.35,10.0,-0.6,981.0,1.06,0.45,-1.283,478.0,0.42,4.18,0.93,23.0957
1987-11-01,0.01,0.34,1.06,-0.68,-0.155,-0.155,-0.078,-0.078,-0.536,-0.23,-70.0,0.74,0.74,0.17,1.511,-0.67,0.31182,0.34,0.0,242.0,1.26,-0.67,0.85,0.06,1.14,1.07,0.99,0.82,0.566,1009.72,1.25,1.47,1.19,9.23,-19.0,-0.0,1012.0,1.43,0.36,-1.465,479.0,0.63,3.48,0.15,74.6342
1987-12-01,-0.02,0.26,0.272,1.1,-0.154,-0.154,0.035,0.035,-0.534,0.393,-22.0,0.9,0.9,1.22,1.291,,0.33941,0.51,0.0,233.0,1.19,-0.81,0.75,0.21,0.67,0.94,1.0,0.76,-0.861,1009.49,1.11,1.27,0.5,8.41,-4.0,-0.8,944.0,1.43,0.52,-1.566,480.0,0.39,0.7,1.75,216.6507
1988-01-01,-0.03,0.14,-0.612,-1.36,-0.153,-0.153,-0.05,-0.05,0.265,0.029,72.0,0.54,0.53,-1.09,0.996,1.13,0.04456,0.61,0.0,22.0,0.9,0.53,0.59,0.68,0.02,0.9,0.68,0.65,0.3,1005.4,0.81,0.93,0.03,7.81,-4.0,-0.2,1080.0,1.11,0.15,-1.718,481.0,0.63,0.31,1.83,157.8831
1988-02-01,-0.1,0.03,0.551,-2.51,-0.152,-0.152,-0.124,-0.124,-1.066,-0.449,-16.0,0.54,0.54,-1.44,0.72,-0.13,0.06427,0.47,0.0,37.0,0.4,-0.11,0.31,0.42,-0.31,0.28,-0.01,0.45,2.772,1004.18,0.54,1.24,1.37,6.17,-2.0,-0.6,1050.0,0.69,-0.02,-1.557,482.0,0.66,-0.01,0.3,12.125
1988-03-01,-0.14,0.13,-0.219,-0.66,-0.153,-0.153,-0.019,-0.019,-0.197,0.162,88.0,0.18,0.18,-2.23,0.425,0.26,-0.834,0.6,0.0,32.0,0.31,0.78,0.19,-0.58,-0.81,0.1,-0.15,0.14,7.241,1011.88,0.14,1.42,0.38,5.86,-12.0,1.1,1149.0,0.25,0.27,-1.35,483.0,0.77,0.77,0.53,22.2096
1988-04-01,-0.13,0.23,-0.077,1.39,-0.155,-0.155,0.042,0.042,-0.561,0.646,-6.0,-0.31,-0.32,0.39,-0.337,-0.63,0.49703,0.45,0.0,86.0,0.01,-2.39,-0.01,-1.42,-0.83,-0.44,-0.65,-0.36,-3.226,1013.58,-0.31,0.94,1.12,6.59,33.0,0.2,1227.0,1.7,0.38,-1.229,484.0,0.59,-0.04,-0.2,80.2338
1988-05-01,-0.11,0.28,-0.749,0.48,-0.157,-0.157,0.128,0.128,-0.846,0.661,57.0,-1.3,-1.32,-1.03,-1.008,-1.16,-0.81966,0.61,0.0,60.0,-0.61,-1.24,-0.36,0.64,-1.26,-1.25,-1.57,-0.62,1.243,1013.46,-0.88,1.2,0.61,5.46,-106.0,1.5,1152.0,0.69,0.29,-1.016,485.0,0.71,0.15,-0.15,50.7024
1988-06-01,-0.11,0.25,-1.055,1.71,-0.158,-0.158,0.156,0.156,0.061,0.888,67.0,-1.11,-1.12,-1.14,-1.547,-0.93,-0.74217,0.51,0.0,1376.0,-0.95,-2.75,-1.19,1.19,-1.66,-1.74,-2.18,-0.88,-0.313,1014.03,-1.3,0.74,1.31,0.42,37.0,0.1,1394.0,1.36,0.34,-0.911,486.0,0.73,-0.3,-0.25,23.2126
1988-07-01,-0.15,0.12,0.576,1.74,-0.16,-0.16,0.099,0.099,-0.143,0.436,12.0,-1.61,-1.61,-0.73,-1.756,0.1,-0.58217,0.4,0.0,3600.0,-1.05,1.46,-1.77,-0.32,-1.37,-1.74,-2.06,-0.94,0.16,1017.64,-1.3,0.64,1.6,-3.96,100.0,1.7,1527.0,2.04,0.27,-0.771,487.0,0.46,-0.39,-1.47,2.6414
1988-08-01,-0.23,-0.03,-0.745,0.47,-0.162,-0.162,-0.019,-0.019,0.255,-0.504,-60.0,-1.64,-1.66,0.54,-1.687,0.44,-1.22153,0.45,0.0,2508.0,-1.15,0.73,-1.79,-0.07,-1.46,-1.19,-1.48,-0.77,-1.831,1015.63,-1.11,0.19,-0.62,-2.58,381.0,2.5,1542.0,3.83,0.03,-0.447,488.0,0.5,-0.98,0.78,0.8697
1988-09-01,-0.27,-0.21,-0.689,0.2,-0.162,-0.162,-0.106,-0.106,1.039,-0.357,-14.0,-1.71,-1.71,0.39,-1.183,-0.19,-1.19459,0.49,16.25,2321.0,-1.23,0.8,-1.77,-0.82,-1.29,-1.0,-1.09,-0.92,2.046,1016.17,-1.19,-0.37,-0.97,-2.29,171.0,3.0,1525.0,1.28,0.06,0.274,489.0,0.3,-1.86,-0.83,2.5931
1988-10-01,-0.23,-0.26,-2.314,-0.28,-0.163,-0.163,-0.182,-0.182,0.032,-0.36,4.0,-1.86,-1.86,0.19,-1.544,0.99,-1.09863,0.5,5.0,392.0,-1.6,-2.02,-1.54,-0.66,-1.2,-1.9,-1.55,-1.64,0.531,1011.55,-1.48,-0.1,0.89,-1.53,-134.0,2.3,1698.0,0.81,-0.2,0.875,490.0,0.37,-2.31,-0.56,2.8267
1988-11-01,-0.2,-0.3,0.401,0.08,-0.164,-0.164,-0.158,-0.158,-0.035,-0.109,28.0,-2.06,-2.05,1.19,-1.519,-1.31,-1.85008,0.15,0.0,30.0,-1.57,-1.47,-1.61,-0.49,-0.96,-2.05,-1.67,-1.73,2.417,1009.8,-1.8,-0.02,0.11,-0.84,4.0,2.8,1562.0,0.79,-0.23,1.614,491.0,0.14,-1.69,-0.96,207.2051
1988-12-01,-0.15,-0.29,1.074,-0.21,-0.165,-0.165,-0.175,-0.175,1.679,-0.038,212.0,-1.47,-1.47,0.75,-1.539,,-0.87337,0.29,0.0,17.0,-1.47,1.85,-1.49,0.48,-0.75,-1.96,-1.61,-1.77,4.167,1008.35,-1.85,-0.43,0.33,-2.42,-4.0,2.0,1998.0,0.37,-0.23,2.362,492.0,0.19,-0.2,-0.67,99.2607
1989-01-01,-0.2,-0.34,0.618,-2.6,-0.167,-0.167,-0.232,-0.232,3.106,-0.582,50.0,-1.55,-1.56,1.14,-1.467,-1.81,-0.78329,0.16,0.0,30.0,-1.59,3.53,-1.09,0.85,-0.3,-1.97,-1.44,-1.72,8.678,1012.01,-1.69,-0.95,-1.57,-2.87,-5.0,2.5,2354.0,1.35,-0.42,2.629,493.0,0.41,-0.17,1.26,59.1451
1989-02-01,-0.26,-0.51,0.849,-2.84,-0.169,-0.169,-0.167,-0.167,3.279,-0.688,-87.0,-1.23,-1.24,-0.23,-1.203,2.34,-0.86944,0.34,0.0,0.0,-1.01,3.61,-1.06,1.82,-0.06,-1.47,-0.96,-1.53,3.284,1015.04,-1.43,-1.02,-1.71,-3.56,-1.0,2.0,2224.0,0.68,-0.48,2.577,494.0,0.23,-0.3,0.53,51.3038
1989-03-01,-0.32,-0.67,0.632,-4.84,-0.171,-0.171,-0.264,-0.264,1.53,-1.144,2.0,-1.14,-1.13,-0.28,-1.444,0.6,-0.765,0.39,0.0,195.0,-0.99,2.45,-1.2,1.54,-0.15,-1.21,-1.01,-1.16,-1.98,1013.51,-1.08,-0.83,-1.56,-1.63,14.0,1.8,2051.0,0.63,-0.66,2.039,495.0,0.35,-0.91,-1.98,284.896
1989-04-01,-0.33,-0.75,-0.573,-5.79,-0.171,-0.171,-0.301,-0.301,-0.25,-1.54,94.0,-1.66,-1.66,-1.11,-1.084,1.29,-0.65488,0.35,0.0,17.0,-0.78,-0.48,-1.09,0.16,-0.09,-1.08,-0.86,-1.01,-0.508,1015.95,-0.83,-0.32,-0.77,-1.93,-49.0,2.7,1896.0,0.08,-0.89,1.436,496.0,0.29,-1.9,-0.28,42.7591
1989-05-01,-0.28,-0.61,2.691,-4.45,-0.172,-0.172,-0.158,-0.158,0.889,-0.677,138.0,-1.26,-1.27,-0.04,-0.895,0.45,-0.72076,0.17,0.0,78.0,-0.75,1.16,-1.04,1.33,-1.2,-0.88,-0.83,-0.79,2.382,1017.43,-0.58,0.47,-0.04,-5.46,-86.0,2.0,1901.0,0.5,-0.66,0.658,497.0,0.33,-1.29,0.36,28.2092
1989-06-01,-0.22,-0.32,1.995,0.35,-0.172,-0.172,0.079,0.079,0.345,0.75,105.0,-0.74,-0.75,-1.2,-0.716,0.09,-0.00997,0.14,0.0,1606.0,-0.62,-0.53,-1.02,0.03,-1.08,-0.59,-0.32,-0.92,-1.82,1016.45,-0.4,0.36,-0.56,-9.38,43.0,1.2,2396.0,0.51,-0.17,0.103,498.0,0.31,-1.84,-0.62,19.1619
1989-07-01,-0.19,-0.07,1.458,2.14,-0.172,-0.172,0.166,0.166,0.866,1.394,179.0,-0.64,-0.65,-2.04,-0.534,-1.23,-0.2214,0.44,0.0,2386.0,-0.48,0.58,-1.12,1.0,-0.79,-0.57,-0.45,-0.85,3.336,1018.85,-0.31,0.83,-0.59,-13.86,21.0,1.5,1819.0,2.01,0.25,-0.4,499.0,0.26,-1.33,0.89,0.1676
1989-08-01,-0.18,-0.01,-0.132,2.68,-0.172,-0.172,0.101,0.101,0.551,0.93,83.0,-0.04,-0.05,0.05,-0.564,1.32,-0.77784,0.43,11.25,2871.0,-0.6,1.76,-0.73,-0.11,-0.3,-0.53,-0.4,-0.77,0.247,1015.9,-0.27,0.09,-0.27,-16.98,369.0,-0.5,2171.0,1.85,0.39,-0.42,500.0,0.39,-0.96,2.52,11.2233
1989-09-01,-0.21,-0.07,-0.121,0.52,-0.171,-0.171,-0.106,-0.106,0.703,0.036,-81.0,-0.4,-0.4,-1.12,-0.433,0.66,0.00471,0.46,20.0,1149.0,-0.63,-0.96,-0.61,2.15,-0.65,-0.3,-0.3,-0.5,-0.732,1013.41,-0.24,0.05,0.41,-18.83,-128.0,0.8,2259.0,0.81,0.06,-0.404,501.0,0.21,-2.1,0.44,63.9411
1989-10-01,-0.17,-0.17,0.136,0.54,-0.17,-0.17,-0.135,-0.135,0.991,0.272,74.0,-0.51,-0.51,0.99,-0.356,0.0,-0.70657,0.37,0.5,90.0,-0.58,0.88,-0.56,0.48,-0.48,-0.4,-0.4,-0.45,0.908,1014.57,-0.22,-0.12,-1.08,-21.3,38.0,1.3,2087.0,1.15,0.12,-0.559,502.0,0.28,-0.8,1.5,109.3417
1989-11-01,-0.11,-0.12,0.572,-0.24,-0.167,-0.167,-0.161,-0.161,0.034,-0.408,-54.0,0.06,0.06,0.55,-0.199,-0.04,-0.24894,0.19,0.0,8.0,-0.64,-2.97,-0.33,0.03,-0.24,-0.45,-0.59,-0.54,0.928,1014.05,-0.16,-0.5,-0.7,-19.01,-11.0,-0.4,2351.0,0.07,-0.04,-0.839,503.0,-0.06,-0.5,-0.47,53.421
1989-12-01,-0.06,-0.13,-0.445,1.63,-0.165,-0.165,-0.165,-0.165,-0.644,0.06,334.0,0.27,0.27,0.07,-0.063,,0.25851,0.38,0.0,75.0,-0.1,-2.23,-0.02,-1.15,-0.4,-0.13,-0.38,-0.12,0.474,1005.28,-0.05,-0.21,0.57,-13.54,9.0,-0.9,2130.0,0.42,0.22,-1.019,504.0,-0.25,0.03,-1.98,1.5597
1990-01-01,0.02,-0.11,-0.352,-0.18,-0.163,-0.163,-0.31,-0.31,1.001,-0.961,-88.0,0.15,0.14,0.18,0.017,-0.58,0.09334,0.49,0.0,12.0,-0.11,3.5,0.12,0.7,-0.48,0.01,-0.29,0.16,2.57,1007.57,0.14,-0.3,-1.09,-8.71,0.0,-0.1,2101.0,0.95,-0.08,-1.314,505.0,-0.34,-0.13,1.37,147.5894
1990-02-01,0.06,-0.13,1.151,-1.27,-0.16,-0.16,-0.173,-0.173,3.402,-1.135,-22.0,1.12,1.12,-0.14,0.346,-1.86,0.98115,0.44,0.0,131.0,-0.07,5.11,0.43,1.16,-0.16,0.21,0.01,0.38,1.408,1017.47,0.21,-0.65,-2.78,-6.74,-6.0,-3.0,1783.0,1.07,-0.1,-1.647,506.0,0.13,-0.12,0.24,86.3132
1990-03-01,0.09,-0.04,0.414,-1.6,-0.157,-0.157,-0.19,-0.19,2.99,-1.102,-172.0,0.61,0.61,-0.03,0.372,0.03,0.74089,0.91,0.0,22.0,-0.23,3.11,0.61,1.13,-0.44,0.04,-0.28,0.31,0.761,1010.16,0.28,-0.62,0.04,0.95,-23.0,-0.7,1888.0,0.94,-0.04,-1.634,507.0,0.32,-0.31,-0.13,58.3611
1990-04-01,0.04,0.02,-1.879,-0.8,-0.154,-0.154,-0.129,-0.129,1.879,-0.702,-20.0,0.32,0.31,-1.11,0.559,1.72,0.48188,0.63,0.0,8.0,0.09,1.77,0.17,2.03,-0.52,0.08,-0.1,0.12,-1.401,1015.76,0.29,0.27,-0.62,5.72,-11.0,0.3,1853.0,1.08,0.06,-1.573,508.0,0.35,0.66,-0.84,28.5986
1990-05-01,-0.01,0.02,-1.803,0.61,-0.148,-0.148,-0.07,-0.07,0.943,0.128,,-0.29,-0.29,2.25,0.45,0.21,0.17294,0.49,0.0,645.0,0.01,-1.19,0.03,-1.37,-0.24,0.08,0.16,-0.06,-1.015,1014.35,0.29,0.44,0.27,11.46,19.0,2.0,1897.0,0.69,0.13,-1.714,509.0,-0.06,0.49,0.17,120.6912
1990-06-01,-0.07,-0.0,0.093,-0.3,-0.143,-0.143,-0.068,-0.068,0.304,-0.063,-36.0,0.12,0.12,-0.54,0.157,0.71,-0.53726,0.4,0.0,1963.0,-0.08,0.42,0.04,0.29,-0.3,-0.08,-0.04,-0.05,0.407,1015.8,0.31,0.44,-1.39,12.9,-133.0,0.5,1709.0,0.37,-0.02,-1.81,510.0,0.08,0.87,0.77,6.4874
1990-07-01,-0.06,-0.0,-1.215,0.91,-0.139,-0.139,-0.034,-0.034,-0.296,-0.2,23.0,0.03,0.03,0.54,0.016,0.88,0.3084,0.67,2.25,2498.0,-0.15,1.43,0.17,0.56,-0.66,0.09,0.01,0.02,-1.779,1016.9,0.33,0.27,-0.26,12.54,82.0,0.9,1807.0,3.31,0.06,-1.88,511.0,-0.11,0.62,0.42,3.9692
1990-08-01,-0.03,0.07,0.466,2.1,-0.136,-0.136,0.041,0.041,-0.18,0.187,-30.0,0.47,0.46,0.45,0.319,-0.39,0.36216,0.44,7.5,3931.0,-0.13,3.31,0.06,1.12,-0.44,0.22,0.11,0.13,-1.279,1015.14,0.38,0.11,1.76,12.63,-330.0,-0.3,2226.0,2.6,0.3,-2.165,512.0,-0.13,0.44,0.59,12.2325
1990-09-01,0.03,0.13,1.482,2.08,-0.134,-0.134,0.135,0.135,-0.21,0.665,88.0,0.55,0.55,0.33,0.327,0.78,-0.0395,0.19,10.0,1903.0,-0.02,-0.99,0.21,1.18,-0.49,0.22,0.12,0.22,-0.368,1013.64,0.39,0.38,-0.46,13.21,-199.0,-1.2,1774.0,2.33,0.4,-2.399,513.0,-0.07,2.84,0.68,11.3652
1990-10-01,0.01,0.15,0.139,1.35,-0.131,-0.131,0.101,0.101,0.66,0.587,14.0,0.17,0.17,0.66,0.316,-0.43,-0.16341,0.56,7.0,774.0,-0.17,-0.59,-0.06,0.76,-0.7,0.21,-0.14,0.39,0.942,1014.46,0.35,-0.69,-0.91,12.39,-80.0,0.4,1820.0,0.67,0.41,-2.38,514.0,0.1,2.67,0.11,21.9235
1990-11-01,-0.02,0.1,-0.359,0.83,-0.128,-0.128,-0.066,-0.066,0.521,0.284,-23.0,0.4,0.4,1.24,0.187,-0.76,0.28412,0.56,0.0,75.0,-0.21,-1.48,0.12,-0.39,-0.65,0.1,-0.2,0.5,3.355,1019.14,0.4,-1.69,-1.66,11.55,-6.0,-0.8,1843.0,1.1,0.33,-2.437,515.0,0.17,0.73,0.59,28.5636
1990-12-01,0.0,0.0,-0.312,-0.54,-0.125,-0.125,-0.048,-0.048,1.277,0.164,34.0,0.4,0.4,-0.63,0.331,,0.72101,0.47,0.0,111.0,-0.18,0.34,0.28,0.11,-0.5,0.35,-0.08,0.65,3.352,1011.87,0.41,-2.23,-1.62,10.68,3.0,-0.4,2049.0,1.56,0.17,-2.357,516.0,0.22,0.03,0.61,34.1418
